ID,Course ID,Course Title,Course Description,Course Prerequisites,Department,Department ID
149,01:070:244,Anthropology of South Asia (3),"""Traditional"" south Asia, emphasizing   ""Hindus""; contemporary reconstructions and contestations.   Sexuality, gender, family, village, caste, religion; regional and national   identities; class, urban south Asia, contemporary pop culture; the   diaspora.",,Anthropology,070
150,01:070:246,Anthropology of Southeast Asia (3),"Peoples of Indonesia, the Philippines, Malaysia, and   Singapore, indigenous and immigrant. Relative gender egalitarianism in    relation to various subsistence types and religious systems.   Intercultural relations in multiethnic societies.",,Anthropology,070
151,01:070:248,Anthropology of China (3),"Chinese society and culture before and after 1949.   Socialism and reform. Issues of gender,   ethnicity, popular culture, ecology, and population. Internal   diversity; China in a world context.",No knowledge of Chinese required.,Anthropology,070
152,01:070:250,Anthropology of the Contemporary   United States (3),"Older characterizations and analyses of   ""American"" culture; current constructions and contestations   of U.S. national, regional, and local culture(s). Ethnographic descriptions   and analyses.",,Anthropology,070
153,"01:070:291,292,293,294","Topics in Anthropology   (1.5,1.5,1.5,1.5)",,Seven-week courses; may be taken consecutively or   separately. Topics vary with term and instructor.,Anthropology,070
154,01:070:301,Psychological Anthropology (3),"Relation between social and cultural systems and   psychological processes in different groups.   Identity, perception, and motivational patterns.   Cultural construction of psychology in other cultures.",Prerequisite: 01:070:101 or 01:830:101.,Anthropology,070
155,01:070:302,Environment and Cultural Behavior (3),"Relationships between cultural and environmental   phenomena; how the relationships are studied and explained. Readings deal   with culture and environment in Asia, Africa, the Americas, Europe, and   Oceania.",Prerequisite: 01:070:101 or permission of instructor.,Anthropology,070
156,01:070:303,Wealth and Culture (3),"Introduction to economic anthropology. Cultural   notions of wealth in the United States, Africa, Asia, Latin America,   and Europe. Anthropological perspectives on economic inequality, individualism, rationality, moral economy, exchange,   consumption, production, and globalization.",,Anthropology,070
157,01:070:304,Political Anthropology (3),"Comparative analysis of political systems and   practices. Emergent anthropological theories of power, violence, and   patterns of domination. Relation of culture to power and political   practice. Politics in local and global contexts.",Prerequisite: 01:070:101; one other course in cultural   anthropology recommended.,Anthropology,070
158,01:070:305,Anthropology of Development (3),"Anthropological theories of and approaches to social,   cultural, and economic development. Use of concepts such as   ""culture"" and ""social change"" in construction of   development paradigms and policies; role of anthropologists as   practitioners, consultants, and critics in development projects; relation   of ""development"" to lived experience of people being   ""developed.""",Prerequisite: 01:070:101.,Anthropology,070
159,01:070:306,Anthropology of Education (3),Ways adults and children are organized for   socialization and education. Comparison of such organization with other   social institutions.,Prerequisite: 01:070:101 or permission of instructor.,Anthropology,070
160,01:070:307,Medical Anthropology (3),"Cultural diversity and similarity in the   interpretation of health, illness, and death. Preventive and therapeutic   medicine. Premodern and modern populations. Interaction between western and   other medical systems.",Prerequisite: 01:070:101.,Anthropology,070
161,01:070:308,Anthropology of Religion (3),"Cross-cultural comparison of religious concepts,   roles, and practices. The analysis of religious symbolism. Sociopolitical   and economic concomitants.",Prerequisite: 01:070:101 or permission of instructor.,Anthropology,070
162,01:070:309,Visual Anthropology (3),"Use of film, videotape, still photography, and   painting as media of anthropological analysis.",Prerequisite: 01:070:101.,Anthropology,070
163,01:070:310,Human Aggression (3),Roots and circumstance of human aggressive behavior.   Interplay of phylogenetic and cultural variables. Relevance of   ethnological and paleontological data to modern forms of personal   violence and warfare.,Not open to first-year students.,Anthropology,070
164,01:070:311,History of Anthropology (3),Development of contemporary professional western   anthropology from 18th- and 19th-century roots to modern schools of   thought.,Prerequisite: 3 credits in anthropology or permission   of instructor.,Anthropology,070
165,01:070:312,Language and Social Diversity (3),"Language and communication in social life. Class,   ethnic, and sex-role differences in language use. Bilingualism and   linguistic diversity studied cross-culturally.",Prerequisite: 01:070:101 or a linguistics course or   permission of instructor.,Anthropology,070
166,01:070:313,"Culture, Language, and Cognition (3)",Cross-cultural study of human thought. Influence of   language on culture and cognition. Universals in language and culture.   Implications for ethnography and communication.,Prerequisite: 01:070:101 or a linguistics course or   permission of instructor.,Anthropology,070
